,train_loss,val_loss,train_acc,val_acc
0,0.010512471595382714,0.01022760235015061,0.5817463786213786,0.608297952047952
1,0.01008133061572567,0.010065372123361586,0.6237824675324676,0.6261550949050949
2,0.009739115266696914,0.00946914759993955,0.6479301948051948,0.6623376623376623
3,0.009497974709897012,0.009309446232134736,0.6635864135864136,0.6724057192807192
4,0.009336074615096474,0.009397964681276343,0.6713286713286714,0.66751998001998
5,0.009210292104311608,0.009009839204901999,0.6786494755244755,0.689217032967033
6,0.009074597533877854,0.00901632710638178,0.6876717032967034,0.6888424075924076
7,0.008985966519842466,0.008911906597813914,0.6923076923076923,0.6988948551448552
8,0.008889222118006154,0.008804285330800236,0.6958354145854145,0.6996128871128872
9,0.00881221508058337,0.008671118553121249,0.702047952047952,0.7066995504495505
10,0.008724877599172749,0.008611463987222918,0.7031093906093906,0.7074331918081919
11,0.008647860194855072,0.008542367082264099,0.7073707542457542,0.7116789460539461
12,0.008582731878680812,0.008564072306157201,0.7103521478521478,0.7092594905094906
13,0.00846913217480381,0.008489048047983026,0.7160183566433567,0.7105550699300699
14,0.008378314509798031,0.008454734666531646,0.7198426573426573,0.7145354645354646
15,0.008348182065656165,0.008427971613488265,0.7195772977022977,0.7175792957042957
16,0.008282207697816008,0.00814067931114496,0.724182067932068,0.7305819180819181
17,0.00821257552800032,0.008109004651247472,0.725743006993007,0.7304258241758241
18,0.008152551720147724,0.008350225026392705,0.7294424325674326,0.7221684565434565
19,0.008073162283286913,0.008229118411789289,0.732376998001998,0.7258054445554446
20,0.008093745299762898,0.008324887458380167,0.7320179820179821,0.722948926073926
21,0.008017356242783569,0.008062108043957126,0.7351086413586414,0.7335477022977023
22,0.007988104389721787,0.007908878675834103,0.7383866133866134,0.7401036463536463
23,0.007918453329688423,0.007962544292367838,0.7394636613386614,0.7369973776223776
24,0.007902319307209223,0.007863167169076818,0.7404158341658341,0.7411494755244755
25,0.007861460090617646,0.007808454770159411,0.7429133366633367,0.7446928071928072
26,0.007725424844991196,0.007936080762340533,0.7472371378621379,0.7371534715284715
27,0.007682271144044893,0.007826402119093842,0.7501404845154845,0.7437718531468531
28,0.0075672693949724945,0.007806345525027423,0.7540272227772228,0.7441776973026973
29,0.007613922553983602,0.007774488821339149,0.7516858141858141,0.7455044955044955
30,0.007558748279544679,0.007784955480790043,0.7553540209790209,0.7440372127872128
31,0.007476415749375041,0.00772691158006539,0.7570710539460539,0.7472683566433567
32,0.007490694617292472,0.007756340046683987,0.7583041958041958,0.7461913086913087
33,0.00746516268849224,0.007767257295534029,0.7593344155844156,0.7462225274725275
34,0.0073945993910191,0.007975979576019438,0.7625655594405595,0.7405875374625375
35,0.007344486265369764,0.007838061754382425,0.7656562187812188,0.7426167582417582
36,0.007341946062578873,0.0077711891654607184,0.7630026223776224,0.7462693556443556
37,0.007243652677314205,0.007702487696717669,0.7681381118881119,0.7543706293706294
38,0.007232747817101268,0.007759522821579303,0.7676854395604396,0.7462693556443556
39,0.007225867944651402,0.0077131792798742545,0.7681849400599401,0.7473464035964036
40,0.007159745339285601,0.007590450543713022,0.7701673326673326,0.7551979270729271
41,0.007153425680158974,0.007964015401505329,0.7710258491508492,0.7380588161838162
42,0.007147282586673965,0.0076468443413349714,0.7711038961038961,0.7544174575424576
43,0.007022879659556425,0.007799635387744966,0.7776910589410589,0.7479707792207793
44,0.007053075415490718,0.007701405138428603,0.7756618381618382,0.7477054195804196
45,0.006994748508537208,0.007772848101241605,0.777534965034965,0.7499687812187812
46,0.006959396463304342,0.00762308487430453,0.7787056693306693,0.751358016983017
47,0.006989069712384568,0.007675799721206252,0.7793144355644356,0.7546515984015985
48,0.006917686919894788,0.00763560145010392,0.7816870629370629,0.7544955044955045
49,0.006899609240227854,0.007644764183984174,0.7808597652347652,0.7502185314685315
50,0.006837447486505225,0.007614531453799356,0.7839192057942058,0.7515765484515484
51,0.006845841400574644,0.007614855161895018,0.7866976773226774,0.754635989010989
52,0.006557157850237219,0.007409490502581789,0.7966096403596403,0.7630026223776224
